"word","weight","pronunciation","verb","verbt","verbi","noun","adj","adv","prep","conj","sentence","looklike","homoionym","antonym"
"loath","556","/ləuθ/","","","","","不情愿的，勉强的","","","","","","",""
"orthodox","4770","/ˈɔːθədɔks/","","","","","正统的，传统的","","","","","","",""
"popularity","7311","/ˏpɔpjuˈlærətɪ/","","","","普及，流行","","","","","","","",""
"amplify","1735","/ˈæmplɪfaɪ/","详述；放大（声音等）","","","","","","","","","","",""
"reliance","3131","/rɪˈlaɪəns/","","","","依靠，依赖","","","","","","","",""
"conscious","7615","/ˈkɔnʃəs/","","","","","自觉的；意识到的；神志清醒的","","","","","","",""
"divine","308","/dɪˈvaɪn/","","","","","神的；神授的，天赐的","","","","","","",""
"decompose","656","/ˏdiːkəmˈpəuz/","（使）分解，（使）腐烂","","","","","","","","","","",""
"investigate","21839","/ɪnˈvestɪgeɪt/","调查","","","","","","","","","","",""
"division","32032","/dɪˈvɪʒn/","","","","分开，分隔；分配；分歧；除（法）；部门，科，司","","","","","","","",""
"gamble","2445","/ˈgæmbl/","赌博，打赌；投机；冒险","","","","","","","","","","",""
"ancient","531","/ˈeɪnʃənt/","","","","","古老的；年老的","","","","","","",""
"strand","5556","/strænd/","","","","股，缕；部分，方面","","","","","","","",""
"specimen","4128","/ˈspesɪmən/","","","","范例，样品；样本，标本","","","","","","","",""
"motive","8535","/ˈməutɪv/","","","","动机，目的","","","","","","","",""
"furious","4509","/ˈfjuərɪəs/","","","","","狂怒的；激烈的","","","","","","",""
"migrate","3398","/maɪˈgreɪt/","（候鸟等）迁徙；移居","","","","","","","","","","",""
"barrel","559","/ˈbærəl/","","","","桶，圆筒","","","","","","","",""
"decipher","1495","/dɪˈsaɪfə(r)/","","破译；解释","","","","","","","","","",""
"extraordinary","13342","/ɪkˈstrɔːdnrɪ/","","","","","不同寻常的，非常的","","","","","","",""
"aluminium","86","/ˏæljəˋmɪnɪəm/","","","","铝","","","","","","","",""
"stale","1672","/steɪl/","","","","","不新鲜的；陈腐的","","","","","","",""
"impair","3018","/ɪmˈpeə(r)/","","损害；削弱","","","","","","","","","",""
"layer","1097","/ˈleɪə(r)/","","","","层，层次","","","","","","","",""
"judicious","560","/dʒuːˈdɪʃəs/","","","","","明智的；有见识的","","","","","","",""
"curtain","81","/ˈkɜːtn/","","","","窗帘，门帘","","","","","","","",""
"quartz","627","/kwɔːts/","","","","石英","","","","","","","",""
"disillusion","54","/ˏdɪsɪˈluːʒn/","","使醒悟","","","","","","","","","",""
"clientele","1454","/ˏkliːənˈtel/","","","","（医生、律师等的）顾客，主顾，客户","","","","","","","",""
"exodus","1594","/ˈeksədəs/","","","","大批离去，成群外出","","","","","","","",""
"concur","1889","/kənˈkɜː(r)/","同时发生；意见相同，一致","","","","","","","","","","",""
"adjunct","1265","/ˈædʒʌŋkt/","","","","附属物，附件；附加语，修饰语","","","","","","","",""
"simplistic","1376","/sɪmˈplɪstɪk/","","","","","过分单纯化的，过分简单化的","","","","","","",""
"prowess","1323","/ˈprauɪs/","","","","杰出的才能，高超的技艺，专长，造诣","","","","","","","",""
"engross","618","/ɪnˈgrəus/","","使全神贯注，占去（某人的）全部注意力和时间","","","","","","","","","",""
"exuberant","1050","/ɪgˈzjuːbərənt/","","","","","繁茂的，丰富的；非凡的；华而不实的","","","","","","",""
"cavort","372","/kəˈvɔːt/","欢跃，跳跃；嬉戏","","","","","","","","","","",""
"socialise","0","/ˈsəuʃəlaɪz/","（同他人）来往，交往，交际；使（某人）适应社会生活","","","","","","","","","","",""
"optimum","1362","/ˈɔptɪməm/","","","","","最好的；最有利的","","","","","","",""
"molecule","5838","/ˈmɔlɪkjuːl/","","","","分子","","","","","","","",""
"creative","37","/kriːˈeɪtɪv/","","","","","创造性的；创作的","","","","","","",""
"consultant","14863","/kənˈsʌltənt/","","","","顾问；专科医生","","","","","","","",""
"secondary","1936","/ˈsekəndrɪ/","","","","","次要的，二级的；（教育、学校等）中等的；辅助的、从属的","","","","","","",""
"fraction","5760","/ˈfrækʃn/","","","","小部分，片断","","","","","","","",""
"dictation","326","/dɪkˈteɪʃn/","","","","听写","","","","","","","",""
"engage","31120","/ɪnˈgeɪdʒ/","吸引（某人的注意力等）；占用（某人的时间）；使从事于，使忙于；雇用，聘用；与（某人）交战；（指机器零件等）啮合，衔接","","","","","","","","","","",""
"populate","2850","/ˈpɔpjuleɪt/","","（大批地）居住于，生活于","","","","","","","","","",""
"meteorology","290","/ˏmiːtɪəˈrɔlədʒɪ/","","","","气象学","","","","","","","",""
"dealer","13776","/ˈdiːlə(r)/","","","","商人，经销商","","","","","","","",""
"weapon","46338","/ˈwepən/","","","","武器，兵器","","","","","","","",""
"authorise","0","/ˈɔːθəraɪz/","","批准，认可；授权","","","","","","","","","",""
"spectator","4992","/spekˈteɪtə(r)/","","","","观众；旁观者","","","","","","","",""
"compatriot","684","/kəmˈpætrɪət/","","","","同胞；同国人","","","","","","","",""
"dreadful","1860","/ˈdredfl/","","","","","可怕的；令人不快的","","","","","","",""
"laboratory","15292","/ləˈbɔrətrɪ/","","","","实验室，研究室","","","","","","","",""
"shuttle","615","/ˈʃʌtl/","","","","航天飞机","","","","","","","",""
"entail","3941","/ɪnˈteɪl/","","牵涉；需要","","","","","","","","","",""
"mere","11584","/mɪə(r)/","","","","","仅仅的；纯粹的","","","","","","",""
"derive","11530","/dɪˈraɪv/","取得；起源","","","","","","","","","","",""
"minimal","6651","/ˈmɪnɪməl/","","","","","最小的，最低限度的","","","","","","",""
"offend","4898","/əˈfend/","冒犯；使厌恶；违犯","","","","","","","","","","",""
"vivid","4359","/ˈvɪvɪd/","","","","","鲜艳的；生动的","","","","","","",""
"enclose","2125","/ɪnˈkləuz/","","围住；附上；把……装入信封","","","","","","","","","",""
"dose","298","/dəus/","","","","剂量，一剂","","","","","","","",""
"overcome","421","/ˏəuvəˈkʌm/","","战胜，克服；（感情等）压倒","","","","","","","","","",""
"dusk","3811","/dʌsk/","","","","薄暮，黄昏","","","","","","","",""
"cease","6077","/siːs/","停止，终止","","","","","","","","","","",""
"congested","752","/kənˈdʒestɪd/","","","","","拥挤不堪的；充塞的","","","","","","",""
"distinct","10396","/dɪˈstɪŋkt/","","","","","清楚的，明显的；有区别的，不同的","","","","","","",""
"negotiate","13999","/nɪˈgəuʃɪeɪt/","洽谈，协商；商定，达成；顺利通过","","","","","","","","","","",""
"nordic","775","/ˈnɔːdɪk/","","","","","北欧人的；北欧国家的","","","","","","",""
"linger","4295","/ˈlɪŋgə(r)/","","","继续逗留；缓慢消失","","","","","","","","",""
"womb","1871","/wuːm/","","","","子宫；发源地","","","","","","","",""
"predatory","1500","/ˈpredətrɪ/","","","","","食肉的；掠夺的","","","","","","",""
"context","31582","/ˈkɔntekst/","","","","上下文；背景；环境","","","","","","","",""
"dearth","870","/dɜːθ/","","","","缺乏，短缺","","","","","","","",""
"impoverish","159","/ɪmˈpɔvərɪʃ/","","使贫困；使枯竭，使贫瘠","","","","","","","","","",""
"convection","649","/kənˈvekʃn/","","","","传送；对流","","","","","","","",""
"plateau","2219","/ˈplætəu/","","","","高原；（上升后的）稳定时期（或状态）","","","","","","","",""
"crust","301","/krʌst/","","","","硬层，硬表面，地壳；（一片）面包皮","","","","","","","",""
"brittle","1567","/ˈbrɪtl/","","","","","易碎的，易损坏的；靠不住的；冷淡的，不友好的；（声音）尖利的","","","","","","",""
"collision","4251","/kəˈlɪʒn/","","","","碰撞；冲突，抵触","","","","","","","",""
"halve","1840","/hɑːv/","二等分，减半","","","","","","","","","","",""
"assimilate","1839","/əˈsɪməleɪt/","吸收；使同化","","","","","","","","","","",""
"inhale","3209","/ɪnˈheɪl/","吸（烟），吸气","","","","","","","","","","",""
"decibel","0","/ˈdesɪbel/","","","","分贝","","","","","","","",""
"cherry","7311","/ˈtʃerɪ/","","","","樱桃（树）","","","","","","","",""
"contingency","2416","/kənˈtɪndʒənsɪ/","","","","偶然性，可能性；意外事件；附带事件","","","","","","","",""
"relieve","7881","/rɪˈliːv/","","救济；缓解","","","","","","","","","",""
"stance","6270","/stæns/","","","","姿势；观点，立场","","","","","","","",""
"discredit","1906","/dɪsˈkredɪt/","","使怀疑；使丧失信誉，使丢脸","","","","","","","","","",""
"flora","0","/ˈflɔːrə/","","","","（某地区或时期的）一切植物，植物群","","","","","","","",""
"anticipate","10045","/ænˈtɪsɪpeɪt/","预期，预料，期望；先于……行动","","","","","","","","","","",""
"operate","31407","/ˈɔpəreɪt/","运转；动手术；起作用；操作；经营","","","","","","","","","","",""
"shaft","65","/ʃɑːft/","","","","轴，柄，杆；矛柄，把柄；（光的）束，光线；竖井，（电梯的）升降井","","","","","","","",""
"channel","2488","/ˈtʃænl/","","","","频道；渠道，途径；沟渠；海峡，水道；航道","","","","","","","",""
"determine","55918","/dɪˈtɜːmɪn/","确定；决定；（使）下决心","","","","","","","","","","",""
"dominate","15745","/ˈdɔmɪneɪt/","支配，统治；耸立于","","","","","","","","","","",""
"instrumental","36","/ˏɪnstruˈmentl/","","","","","有帮助的，起作用的；用乐器演奏的","","","","","","",""
"improve","43853","/ɪmˈpruːv/","改善，改进","","","","","","","","","","",""
"sensitive","14102","/ˈsensətɪv/","","","","","敏感的，灵敏的；神经过敏的，容易生气的；易受伤害的","","","","","","",""
"abolish","2636","/əˈbɔlɪʃ/","","废止，废除","","","","","","","","","",""
"conception","6331","/kənˈsepʃn/","","","","观念；概念","","","","","","","",""
"qualitative","3838","/ˈkwɔlɪtətɪv/","","","","","性质的，质量的；定性的","","","","","","",""
"accountant","3907","/əˈkauntənt/","","","","会计师","","","","","","","",""
"plaster","2304","/ˈplɑːstə(r)/","","","","灰泥，石膏；膏药","","","","","","","",""
"storey","0","/ˈstɔːrɪ/","","","","楼层","","","","","","","",""
"enterprise","14461","/ˈentəpraɪz/","","","","企业，公司；事业","","","","","","","",""
"verify","4328","/ˈverɪfaɪ/","","证明；证实","","","","","","","","","",""
"manor","0","/ˈmnə(r)/","","","","领地，庄园","","","","","","","",""
"location","28981","/ləuˈkeɪʃn/","","","","位置，场所；（电影的）外景拍摄地","","","","","","","",""
"breakdown","4888","/ˈbreɪkdaun/","","","","垮台，倒塌，破裂；（健康、精神等）衰竭，衰弱；（机器等的）损坏，故障；分类","","","","","","","",""
"irresistible","1928","/ˏɪrɪˈzɪstəbl/","","","","","无法抵抗的，不能压制的；不能自己的","","","","","","",""
"ambiguity","3148","/ˏæmbɪˈgjuːətɪ/","","","","模棱两可；不明确","","","","","","","",""
"generative","354","/ˈdʒenərətɪv/","","","","","生殖的，生产的；有生产能力的","","","","","","",""
"recourse","1258","/rɪˈkɔːs/","","","","依靠；求助，求援","","","","","","","",""
"scrupulous","372","/ˈskruːpjuləs/","","","","","多顾虑的，谨慎的（尤指道德方面）；一丝不苟的，严谨的","","","","","","",""
"emeritus","1469","/ɪˈmerɪtəs/","","","","","保留头衔而退休的，荣誉退休的","","","","","","",""
"bilingual","39","/ˏbaɪˈlɪŋgwəl/","","","","","（说）两种语言的","","","","","","",""
"mundane","1972","/mʌnˈdeɪn/","","","","","世界的；世俗的，现世的；平淡的","","","","","","",""
"invoke","4721","/ɪnˈvəuk/","","恳求，祈求；援用，援引；使用，应用","","","","","","","","","",""
"hurl","48","/hɜːl/","","猛投，猛摔；大声叫骂","","","","","","","","","",""
"up-to-date","1179","/ˏʌptəˈdeɪt/","","","","","直到最近的；现代的","","","","","","",""
"bury","15279","/ˈberɪ/","","埋葬；埋藏，掩藏","","","","","","","","","",""
"bold","7673","/bəuld/","","","","","粗（字）体的；大胆的，鲁莽的，勇敢的；醒目的","","","","","","",""
"hassle","404","/ˈhæsl/","","","","困难，麻烦；分歧，争论","","","","","","","",""
"addict","2172","/ˈædɪkt/","","","","吸毒成瘾的人，有瘾的人，对……入迷的人","","","","","","","",""
"restrain","2979","/rɪˈstreɪn/","","阻止；抑制","","","","","","","","","",""
"reproduce","4680","/ˏriːprəˈdjuːs/","繁殖，生育；复制，仿造，翻版；再现，使……在脑海中重现","","","","","","","","","","",""
"application","27781","/ˏæplɪˈkeɪʃn/","","","","请求，申请（书，表）；应用，运用；施用，敷用","","","","","","","",""
"acquaintance","3570","/əˈkweɪntəns/","","","","熟人；认识，了解","","","","","","","",""
"hemisphere","3475","/ˈhemɪsfɪə(r)/","","","","（地球的）半球；大脑半球","","","","","","","",""
"civil","40643","/ˈsɪvl/","","","","","国民的；民用的；政府的","","","","","","",""
"viable","5247","/ˈvaɪəbl/","","","","","可行的，可实施的；[生]能自行生长发育的","","","","","","",""
"gigantic","2524","/dʒaɪˈgæntɪk/","","","","","巨大的，庞大的","","","","","","",""
"venue","4891","/ˈvenjuː/","","","","（聚焦、审判、比赛等的）地点","","","","","","","",""
"grieve","1659","/griːv/","（使）伤心","","","","","","","","","","",""
"studio","26579","/ˈstjuːdɪəu/","","","","工作室；摄影室；练习室","","","","","","","",""
"bilateral","3328","/ˏbaɪˈlætərəl/","","","","","双边的；双方的","","","","","","",""
